order_order_id,order_customer_id,order_order_date,order_order_status,order_order_total,customer_customer_id,customer_contact_id,customer_customer_since,customer_status,customer_segment,contact_contact_id,contact_email,contact_full_name,contact_phone,contact_country,contact_city,contact_address_line1,contact_company_name,contact_job_title,product_product_id,product_product_name,product_category,product_brand,product_list_price
O84,CU233,2026-03-23,pending,8627.56,CU233,C2732,2026-03-20,inactive,retail,C2732,karina01@joseph.info,James Wilson,001-638-250-3435x3721,Egypt,Owensmouth,"31879 Holt Summit
Jamieville, MT 21532",Anderson-Griffith,Comptroller,P15,error,Clothing,Diaz PLC,804.17
O85,CU1872,2024-05-17,cancelled,6163.39,CU1872,C1561,2024-02-09,inactive,corporate,C1561,hessjacob@hotmail.com,Bradley Walker,001-430-191-7164x05222,Egypt,New Curtisside,"67713 Jason Landing Suite 442
South Danafurt, KY 79921","Hartman, Vasquez and Blake","Therapist, nutritional",P156,modi,Clothing,Curry-Lopez,3001.83
O86,CU1496,2026-02-18,shipped,155.28,CU1496,C2055,2023-09-20,active,retail,C2055,fbaker@hotmail.com,William Coleman,682.422.5147,Egypt,Port Shannon,"36650 Perez Flats Suite 497
South Tiffany, NE 98738",Smith LLC,Farm manager,P242,dolorem,Electronics,Salinas PLC,737.15
O87,CU1045,2025-09-20,shipped,7723.29,CU1045,C2745,2022-11-05,active,retail,C2745,christophermullen@hotmail.com,Derek Woods,(652)928-0777x2450,Egypt,Petersenville,"340 Matthews Crossing Suite 712
Maynardmouth, IL 22208","Martinez, Miller and Jordan",Quantity surveyor,P300,adipisci,Food,"Williams, Clark and Peck",962.0
O88,CU1086,2025-02-16,pending,5250.93,CU1086,C2468,2022-07-10,inactive,corporate,C2468,cwright@ray.com,Sabrina Brown,047.568.9663x757,Egypt,Harrisview,"6706 Louis Extensions Suite 028
Jennifertown, OR 66458","Beck, Nelson and Brock",Dramatherapist,P265,quibusdam,Clothing,Mills-Brown,2579.62
O89,CU2285,2024-07-12,pending,7950.27,CU2285,C2649,2023-12-05,inactive,corporate,C2649,haley78@ramirez-smith.com,Angela Nelson,099-560-3830x78490,Egypt,Port Andreabury,"3926 Smith Way Apt. 154
South Luis, VT 81982",Ford-Dunn,Dentist,P386,illo,Electronics,Herrera-Proctor,1350.37
O90,CU1883,2024-10-22,pending,667.26,CU1883,C545,2025-10-17,active,corporate,C545,nathanwood@ramos-gonzalez.org,Dylan Gonzalez,(498)767-5683x5485,Egypt,Matthewville,"5298 Bullock Loaf
Johnland, CT 89857",Thomas-Bradshaw,Museum/gallery curator,P313,repudiandae,Food,Gentry and Sons,2757.04
O91,CU2564,2024-06-13,cancelled,7268.34,CU2564,C2888,2026-04-27,inactive,corporate,C2888,courtneydawson@yahoo.com,Brenda Fisher,001-843-899-0565x713,Egypt,North Ericburgh,"5450 Todd Estate Suite 816
New Lisafort, TN 36768",Williams PLC,Advertising account planner,P57,itaque,Food,Johnson-Miller,682.21
O92,CU1877,2024-11-24,shipped,2635.7,CU1877,C2180,2024-04-22,inactive,retail,C2180,hollycarr@gmail.com,Robert Wright,(390)836-0176,Egypt,Lake Annetteburgh,"USNV Alexander
FPO AP 27291",Jenkins-Payne,"Administrator, education",P200,quasi,Food,"Friedman, Turner and Johnson",3128.15
O93,CU2791,2025-09-29,pending,7963.73,CU2791,C2409,2025-06-28,inactive,retail,C2409,nguyenkimberly@sanders-curry.net,Gregory Wagner,207.537.1630x6337,Egypt,New Michael,"70941 Nicole Square
Gilmorehaven, VT 77296",Orr-Parker,"Administrator, sports",P185,labore,Food,Browning PLC,4972.41
O94,CU835,2025-01-06,cancelled,833.24,CU835,C1802,2021-06-11,inactive,retail,C1802,sarah17@hamilton-bryant.com,Autumn Mccarthy,166.760.3430x39612,Egypt,Lake Laurashire,"05752 Deborah Squares
Matthewsfort, NY 21566",Vaughn PLC,"Nurse, adult",P345,ex,Food,"Bates, Best and Jones",573.56
O95,CU2380,2024-08-06,pending,8763.92,CU2380,C1446,2025-12-09,inactive,corporate,C1446,amanda48@davidson.net,Joseph Sanchez,001-761-828-6304,Egypt,Cortezstad,"9773 Aaron Trace Suite 699
North Martin, MA 86235","Smith, Heath and Nguyen","Investment banker, operational",P396,maiores,Clothing,Kelley-Michael,617.28
O96,CU615,2025-05-24,cancelled,5050.93,CU615,C318,2022-01-11,active,retail,C318,williamscarrie@davis-roy.org,Tammy Lopez,505.903.8539,Egypt,New Williamburgh,"0075 Davis Crest Apt. 872
Lake Alicia, MD 91322",Jones LLC,Ship broker,P330,debitis,Food,"Simmons, Pineda and Glass",88.36
O97,CU2205,2025-07-14,shipped,1827.94,CU2205,C2106,2024-08-26,active,retail,C2106,kennedymatthew@sloan.com,Jennifer Smith DDS,1686502543,Egypt,New Lori,"00950 Daniel Court
East Jasminefurt, MI 48155",Thompson-Cooke,Museum/gallery curator,P200,quasi,Food,"Friedman, Turner and Johnson",3128.15
O98,CU1511,2025-06-08,pending,9442.68,CU1511,C843,2023-09-17,active,retail,C843,erin48@moses.com,Jake Johnston,502.755.9614x54086,Egypt,Alexanderhaven,"3154 Walker Drives Apt. 146
East Daniel, VT 14067","Smith, Smith and Powell",Dentist,P103,dolore,Food,Stafford-Lowe,462.61
O99,CU8,2024-06-24,pending,7250.26,CU8,C2958,2024-04-19,inactive,retail,C2958,benjaminbrewer@yahoo.com,Claudia Roman,942-217-2560x63465,Egypt,Tylerstad,"681 Kaufman Radial
North Logan, PA 97122",Roberts-Smith,Education administrator,P479,voluptas,Food,"Stewart, Moore and Patrick",3324.47
O100,CU1268,2025-10-09,shipped,4566.89,CU1268,C2363,2025-08-14,inactive,retail,C2363,padillaamanda@rogers-friedman.biz,Ariana Murphy,(059)022-7538x575,Egypt,Maryfurt,"722 Jackson Islands
New Samantha, WI 34730",Williams Group,Planning and development surveyor,P422,ab,Electronics,Contreras-Lloyd,2045.24
O101,CU1628,2024-08-19,pending,7111.77,CU1628,C2453,2025-07-19,inactive,corporate,C2453,byrdcatherine@cole-palmer.biz,Rhonda Russell,(791)279-5620x0264,Egypt,Anthonyton,"5755 Wade Ways Apt. 047
South Brian, RI 67369",Richardson-Brown,Sports development officer,P25,eius,Food,Lawrence-Keller,3052.3
O102,CU1138,2026-01-04,cancelled,6790.9,CU1138,C2955,2024-01-03,inactive,retail,C2955,sanchezamy@bennett.com,Michael Ward,0374541979,Egypt,East Ashleyton,"11205 Brandt Island Apt. 151
Port Gary, VA 88472",Bell PLC,Marketing executive,P201,recusandae,Clothing,Brown PLC,1039.69
O103,CU184,2026-02-23,shipped,2441.92,CU184,C892,2022-11-16,active,retail,C892,amberross@gordon.org,Toni Montgomery,001-832-456-0982x9607,Egypt,New Tina,"1338 Jonathan Walk Apt. 806
Morrisonville, MI 17560",Smith-Obrien,Production engineer,P348,minus,Food,Levine-Rojas,322.92
O104,CU2262,2024-10-27,pending,6955.13,CU2262,C2982,2024-05-13,active,retail,C2982,ofuentes@gmail.com,Anthony Thornton,665-062-7069x308,Egypt,West Mindy,"96872 Johnny Drive Suite 632
New Haleyborough, OH 00884","Robinson, Robinson and Hendrix",Public affairs consultant,P406,numquam,Clothing,Lloyd-Henderson,2074.95
O105,CU874,2026-02-22,shipped,1912.3,CU874,C870,2022-11-11,active,corporate,C870,jessica00@gmail.com,Michelle Shah,(472)781-1338,Egypt,Stanleyburgh,"3257 Patricia Station Apt. 397
West Johnny, NE 25920","Gilmore, Stone and Bradley",Health promotion specialist,P15,error,Clothing,Diaz PLC,804.17
O106,CU2406,2024-09-13,pending,5513.01,CU2406,C1983,2023-05-28,active,corporate,C1983,kdavis@hotmail.com,Michael Joseph,1897297713,Egypt,Port Joshua,"230 Short Forges Apt. 760
Whitechester, DC 65525",Cook and Sons,Accounting technician,P95,ad,Electronics,"Maldonado, Gross and Baker",406.11
O107,CU1946,2024-07-28,shipped,8892.44,CU1946,C393,2025-02-16,active,retail,C393,xpayne@gmail.com,Justin Smith,(919)721-0055x330,Egypt,Whitefurt,"507 Cynthia Mill Suite 785
Patriciachester, OK 62162","Davis, Miranda and Cooper","Engineer, building services",P473,aut,Food,Rojas-Collins,456.26
O108,CU2831,2025-09-29,cancelled,9683.25,CU2831,C2443,2022-08-07,inactive,retail,C2443,douglasstrickland@raymond-ortiz.com,Gary Jackson,+1-733-926-8178x49779,Egypt,Lindaborough,"4716 Solomon Field Apt. 400
West Michaelhaven, KS 13755",Mcdonald-Fernandez,Chief Executive Officer,P100,ex,Clothing,"Fernandez, Henderson and Whitaker",4845.88
O109,CU919,2024-06-15,cancelled,984.08,CU919,C1077,2024-08-27,inactive,retail,C1077,scott29@gmail.com,Laura Ray,385-102-4207x680,Egypt,Leebury,"077 Ellis Vista Apt. 748
Romeroton, NH 40112",Parker-Conrad,Archaeologist,P419,mollitia,Food,Shaffer Ltd,214.52
O110,CU1952,2025-07-25,shipped,2056.3,CU1952,C2148,2022-03-01,active,retail,C2148,gmurray@trevino.info,Michelle Hall,742-362-3973x30295,Egypt,Amandahaven,"12858 Armstrong Walk
North Bethstad, WI 01558","Payne, Young and Cruz",Mudlogger,P258,natus,Food,Hansen PLC,2650.03
O111,CU2750,2026-04-12,cancelled,8182.52,CU2750,C878,2022-02-14,active,corporate,C878,ydavis@green-neal.info,Judy Mooney,773.944.1240x605,Egypt,South Megan,"50454 Anna Harbors Apt. 619
Carlosside, HI 99843","Chavez, Holland and Ramirez",Hydrogeologist,P96,impedit,Food,"Alvarez, Allen and Berry",4206.98
O112,CU540,2025-05-17,pending,4413.13,CU540,C65,2022-07-28,inactive,retail,C65,maryellis@hotmail.com,Ann Adams MD,8096788402,Egypt,South Linda,"4866 Michael Cove Suite 178
Davidshire, ID 97953",Vazquez and Sons,"Therapist, speech and language",P78,sequi,Food,"Moore, White and Morris",971.2
O113,CU2856,2026-04-21,pending,2510.93,CU2856,C2873,2022-09-28,active,corporate,C2873,wjones@yahoo.com,Meghan Little,796.267.3798x3516,Egypt,Goldenton,"7374 Frost Fork
Thomasville, ID 48052",Ellis-Morales,Production engineer,P155,quos,Electronics,"Jackson, Lopez and Walker",4308.06
O114,CU564,2026-01-25,cancelled,1565.15,CU564,C867,2023-12-15,inactive,corporate,C867,ryandaniel@sims.com,Kelly Kaiser,001-885-930-3004,Egypt,Suzannefurt,"864 Marie Run
North Emilyside, SD 73417",Smith PLC,Television floor manager,P370,fugit,Clothing,Cole Group,1850.17
O115,CU1304,2024-07-08,cancelled,4792.51,CU1304,C765,2024-01-21,active,corporate,C765,ehoward@sanchez-king.biz,Deanna West,615-616-6957,Egypt,North Timothyside,"83317 Kari Prairie
Livingstonfurt, CO 37311",Fisher LLC,Information systems manager,P16,voluptatibus,Food,Howard Ltd,247.93
O116,CU2187,2024-08-24,cancelled,6695.28,CU2187,C627,2025-08-23,active,retail,C627,jeffrey94@yahoo.com,Alexis Russell,(805)565-2831x05987,Egypt,Harringtonport,"8361 Ellis Roads Apt. 209
New Bruceview, MD 34275",Nelson Group,Video editor,P356,ad,Electronics,Williams-Ford,2284.7
O117,CU301,2025-06-21,shipped,9861.52,CU301,C1096,2023-08-21,active,retail,C1096,marktaylor@hall.biz,Renee Smith,2504133893,Egypt,Sarahchester,"3945 Brandi Valley
Michelleview, TN 74520",Reid LLC,Oceanographer,P342,maxime,Clothing,Landry-Ramos,3298.04
O118,CU2056,2025-11-20,cancelled,6262.89,CU2056,C2391,2024-01-12,active,corporate,C2391,contrerasmelissa@pierce-owen.com,Michael Barton,+1-657-343-2076,Egypt,Lake Timothy,"8170 Giles Row Apt. 076
Lake Annemouth, AL 62579",Fowler and Sons,Probation officer,P231,voluptate,Food,"Jones, Clay and Keller",4695.96
O119,CU111,2025-06-06,cancelled,8434.28,CU111,C2338,2025-05-10,inactive,corporate,C2338,cassandrajohnson@gmail.com,Patrick Robinson,134-218-7320x35647,Egypt,West Michael,"1644 Samuel Inlet
Paulside, IN 69590","Baker, Harrell and Flores",Games developer,P225,ipsam,Food,Roberts-Watson,1661.54
O120,CU1827,2024-05-14,cancelled,4126.54,CU1827,C2614,2024-02-25,inactive,retail,C2614,walter95@gmail.com,Kenneth Williams,499.295.3321,Egypt,New Patriciaport,"720 Kent Mission
Goodborough, DC 11075",Weaver Ltd,International aid/development worker,P217,aut,Clothing,Snyder-Montes,3144.62
O121,CU2700,2024-06-29,cancelled,5232.12,CU2700,C1762,2024-08-28,inactive,retail,C1762,robin89@gmail.com,Shawn Douglas,001-779-352-9422,Egypt,Timothyland,"446 Elizabeth Lake Suite 640
Nicoleshire, CA 66467",Carson Ltd,Physiological scientist,P305,odit,Electronics,"Martin, Wilson and Gonzalez",2922.51
O122,CU319,2025-11-29,pending,8265.15,CU319,C1490,2024-08-22,inactive,retail,C1490,johnsontony@gmail.com,Julie Howell,976-934-4943,Egypt,Sandraport,"08068 Aaron Views Apt. 517
West Sarah, GA 67153","Horton, Coleman and Martin",Retail banker,P136,perspiciatis,Electronics,"Frederick, Frederick and Randolph",2810.01
O123,CU1019,2025-09-25,pending,2391.54,CU1019,C1512,2023-11-09,inactive,retail,C1512,thomas46@wise-campos.com,Katherine Clark,4967963903,Egypt,Lake Justin,"6027 Villegas Wall
Charleneville, OK 69261","Robinson, Campos and Carter",Visual merchandiser,P494,autem,Food,"Lee, Moore and Martinez",4515.9
O124,CU2227,2025-03-24,pending,2230.19,CU2227,C1383,2023-09-20,inactive,corporate,C1383,abigailpatterson@hotmail.com,Anita Montes,6570138406,Egypt,East Karen,"077 Lewis Isle Apt. 337
Cynthiatown, KY 11204","Jones, Matthews and Pearson",Counsellor,P76,voluptate,Food,"Mitchell, Hendricks and Bailey",956.09
O125,CU2204,2025-09-23,pending,6878.67,CU2204,C44,2022-12-15,inactive,corporate,C44,rodriguezroy@oneill.com,Jill Jenkins,+1-529-993-0049,Egypt,Dayport,"908 Carroll Route
North Nicole, MO 86735",Harrison-Vincent,Best boy,P166,doloribus,Clothing,Cunningham-Brock,2287.6
O126,CU187,2026-03-13,pending,454.12,CU187,C188,2021-08-29,active,corporate,C188,jennifer88@hotmail.com,Tiffany Anthony,817.180.2137x091,Egypt,Riveraburgh,"USS Watkins
FPO AA 42559",Jones-Rivera,Historic buildings inspector/conservation officer,P147,odit,Clothing,Barnes Group,3150.64
O127,CU1561,2024-11-08,cancelled,5996.87,CU1561,C2686,2024-03-11,active,retail,C2686,andrea42@gmail.com,Veronica Anderson,217.313.9299,Egypt,Teresafort,"4651 Erik Wells Apt. 736
Heathmouth, NM 68130",Moses-Burke,Television production assistant,P279,reiciendis,Clothing,Gomez-Gonzalez,3603.71
O128,CU402,2025-11-05,shipped,939.78,CU402,C378,2026-03-30,inactive,retail,C378,narellano@hotmail.com,Brooke Kelly,001-825-602-3217x8901,Egypt,West Samantha,"134 Hogan Spring
North Brookechester, NM 92877",Conley and Sons,Arts development officer,P394,natus,Food,Mathews Ltd,1932.92
O129,CU929,2026-04-21,cancelled,5466.85,CU929,C280,2022-08-11,inactive,retail,C280,donnacoffey@gregory.com,Abigail Lawrence,503-955-9897x7874,Egypt,Mitchellland,"81887 Anthony Track
Georgebury, FL 78488","Michael, Mills and Martinez","Geneticist, molecular",P3,voluptatibus,Food,Bauer PLC,4706.84
O130,CU1646,2025-01-14,pending,6918.29,CU1646,C1335,2021-09-16,active,corporate,C1335,thomas04@yahoo.com,Brian Ross,756.196.0989,Egypt,North Nicholashaven,"686 Jodi Wall Suite 146
Jakeborough, NC 27232",White and Sons,"Therapist, music",P18,modi,Clothing,Rios-Turner,4049.42
O131,CU1590,2024-11-25,shipped,5924.05,CU1590,C1227,2021-05-11,active,retail,C1227,erin31@carr.com,Molly Dickerson,(475)207-3221x8879,Egypt,Brownhaven,"967 Michael Fall
South Lisastad, TN 60351",Castaneda LLC,Acupuncturist,P405,nisi,Food,Shields and Sons,3888.5
O132,CU2352,2026-04-25,shipped,3747.76,CU2352,C1621,2025-02-28,active,retail,C1621,jbaker@gmail.com,Michael Bates,001-637-617-8209,Egypt,New Brittany,"181 Blair Branch Apt. 332
East Angieberg, NJ 24835","Baker, Murray and Jacobs","Surveyor, building",P469,doloribus,Clothing,Fletcher LLC,4399.98
O133,CU2779,2025-03-03,pending,5244.54,CU2779,C1478,2025-04-30,active,retail,C1478,vickimiller@moore.com,Victoria Gray,001-743-283-2258,Egypt,Port Cynthialand,"5240 Michael Passage Apt. 864
Robertsbury, RI 37329",Baker-Dickerson,"Engineer, manufacturing systems",P352,voluptatum,Electronics,"Simmons, Brown and Dudley",2991.74
O134,CU2561,2024-11-19,shipped,8927.81,CU2561,C572,2024-11-29,active,retail,C572,mandy30@ramos.com,Hayley Hill,001-793-781-1130,Egypt,Katiechester,"Unit 4872 Box 7737
DPO AA 42424",Price-Parker,Acupuncturist,P432,molestiae,Food,"Schultz, Steele and Stein",2997.98
O135,CU728,2024-11-21,pending,2672.55,CU728,C1889,2023-10-14,inactive,corporate,C1889,millerneil@ward.info,Rebecca Richardson,497.432.0991,Egypt,Holmesbury,"99309 Sharon Overpass Suite 943
West Jennifer, NY 22681","Lee, Diaz and Baker",Quality manager,P320,magnam,Electronics,Hansen LLC,4809.97
O136,CU1023,2025-08-29,shipped,9639.47,CU1023,C1464,2025-07-08,active,corporate,C1464,kwilliams@novak-fowler.net,Tammy Guzman,+1-052-375-1147x83800,Egypt,North Melindahaven,"75498 Leonard Meadow
Erichaven, AZ 60899","Berry, Robles and Reyes",Special effects artist,P340,corrupti,Clothing,"Sanders, Garcia and Garcia",1062.02
O137,CU1099,2025-07-16,pending,669.2,CU1099,C2651,2025-04-13,inactive,corporate,C2651,tyler31@long.com,Jeremy Blake,(032)396-2133x919,Egypt,Scotthaven,"310 Williams Knolls Suite 511
Elizabethfurt, NC 50890","Brewer, Garcia and Diaz",Magazine journalist,P300,adipisci,Food,"Williams, Clark and Peck",962.0
O138,CU379,2024-10-19,shipped,675.93,CU379,C160,2025-01-18,active,corporate,C160,michaelchambers@smith.net,Kristina Thomas,0883885625,Egypt,Port Ericamouth,"77681 Victoria Lodge Apt. 826
Lake Nicholas, MO 36686",Maldonado-Parks,Metallurgist,P406,numquam,Clothing,Lloyd-Henderson,2074.95
O139,CU343,2025-09-26,cancelled,7559.06,CU343,C1882,2025-01-22,active,retail,C1882,jonathanphillips@gutierrez.biz,Susan Weber,(180)207-0779x8062,Egypt,Taylorburgh,"47750 Bryant Shoals Apt. 054
West George, SD 19828","Wallace, Pitts and Rivera",Applications developer,P39,voluptatem,Food,Davis-Woods,4244.31
O140,CU1054,2025-04-01,shipped,270.25,CU1054,C2586,2023-08-30,inactive,corporate,C2586,stephanieoneal@baker.com,Beth Franklin,824-073-0518x21062,Egypt,South Stephanieville,"443 Pamela Mission
Ericamouth, ND 21839",Lee-Lewis,"Buyer, industrial",P182,expedita,Electronics,Franklin PLC,2455.42
O141,CU2611,2025-02-08,pending,7713.39,CU2611,C1034,2024-04-04,active,corporate,C1034,qhale@gmail.com,James Williams,001-699-834-4444x53121,Egypt,Melissahaven,"7723 Diane Expressway
Frankfurt, FL 71254","Hernandez, Anderson and Fisher",Orthoptist,P166,doloribus,Clothing,Cunningham-Brock,2287.6
O142,CU592,2025-09-09,cancelled,7851.13,CU592,C831,2023-09-10,inactive,retail,C831,owalls@ortega.com,Joseph Campbell,001-530-199-6935x24395,Egypt,East Russellmouth,"214 Robert Gardens Suite 854
Jonesville, ND 93883",Williams-Olson,Maintenance engineer,P88,officiis,Food,"Woods, Wilson and Wade",199.81
O143,CU2367,2025-08-19,cancelled,9096.73,CU2367,C2957,2026-04-09,active,retail,C2957,brandonthompson@vargas-rowe.com,Abigail Hansen,+1-890-656-9231x82618,Egypt,Owenschester,"832 Smith Plain Suite 351
North Jennifer, AZ 10452","Larsen, Griffith and Valentine",Podiatrist,P435,amet,Electronics,"Rodriguez, Leon and Clayton",2939.01
O144,CU88,2025-04-14,shipped,1850.75,CU88,C1121,2025-01-27,inactive,retail,C1121,jenniferyoung@wilson-butler.info,Courtney Becker,0572543214,Egypt,Lake Robert,"730 Scott Motorway Apt. 038
North Jacquelinefort, WV 19492",Smith Group,"Therapist, speech and language",P490,fugit,Clothing,"Lin, Wilkinson and Bullock",53.49
O145,CU1801,2024-09-28,shipped,764.9,CU1801,C142,2021-11-28,inactive,corporate,C142,ssandoval@gmail.com,Jeremy Smith,591.108.0516,Egypt,Lake Jennifer,"7550 Alexandra Villages Suite 434
Jillton, WI 50481","Hawkins, Weiss and Taylor",Secondary school teacher,P143,commodi,Electronics,"Smith, Burton and Wood",1562.67
O146,CU2256,2024-06-27,pending,3986.51,CU2256,C1674,2022-06-15,active,corporate,C1674,andersonsusan@gmail.com,Elizabeth Mcdonald,905-256-8801,Egypt,South Paul,"7441 Tonya Unions Suite 152
North Ellenland, GA 88209","Strong, Chambers and Patrick",Television production assistant,P414,totam,Electronics,"Morgan, Taylor and Henry",3639.75
O147,CU2966,2025-06-29,shipped,1718.05,CU2966,C2458,2024-06-19,active,retail,C2458,susanwilson@gmail.com,Michael Gordon,(874)043-7771x004,Egypt,Lehaven,"29318 Rogers Green Apt. 150
Lawsonside, WV 80664",Stokes-Holden,Learning mentor,P295,qui,Electronics,Dunlap-Mendoza,4540.75
O148,CU1151,2026-04-10,pending,1932.84,CU1151,C1537,2023-07-17,active,corporate,C1537,jmoore@erickson.com,Jennifer Holmes,941.697.9696,Egypt,Gainesburgh,"0042 Matthew Manors
Lake Charlesburgh, NE 76680",Johnson Group,Oncologist,P464,libero,Clothing,Myers-Deleon,4793.65
O149,CU1608,2024-05-23,cancelled,7556.78,CU1608,C1473,2024-11-28,inactive,corporate,C1473,david24@carey.com,Kevin Salazar,863-934-9775x90468,Egypt,West James,"3326 Zimmerman Fords
West Peterfurt, UT 93969",Lucas-Jackson,"Copywriter, advertising",P197,dolore,Clothing,"Ferguson, Scott and Johnson",1577.83
O150,CU2363,2025-11-15,cancelled,3530.69,CU2363,C1610,2022-11-23,inactive,retail,C1610,jamie45@white.com,Maria Jackson,+1-552-591-7458x368,Egypt,East Christyside,"2906 Jeffrey Extension
South Sara, ND 63357",Adams-Dunn,Acupuncturist,P39,voluptatem,Food,Davis-Woods,4244.31
O151,CU2892,2025-03-26,pending,8870.43,CU2892,C2496,2025-08-31,active,retail,C2496,opollard@snyder-maddox.com,Christopher Adams,(233)702-7042x231,Egypt,South Tina,"3954 Torres Village
Hernandezburgh, ID 74063",Hanson Ltd,"Designer, industrial/product",P476,odit,Food,Hernandez-Roberts,4421.42
O152,CU1481,2025-09-21,pending,5943.1,CU1481,C1925,2024-04-05,inactive,corporate,C1925,julie68@hicks.com,William Murray,678.164.8574x554,Egypt,South Brittanymouth,"7810 Kimberly Mill Apt. 091
East Craigburgh, IL 55552","Zimmerman, Hudson and Moreno",Administrator,P254,neque,Electronics,Miller-Powell,2428.46
O153,CU2226,2026-02-06,pending,1235.42,CU2226,C2863,2021-09-29,inactive,retail,C2863,john73@morris-sanford.com,Michael Harrison,(752)864-8457x1087,Egypt,New Toni,"29779 Novak Spurs
East Christina, ND 89728",Tran-Mitchell,"Education officer, community",P31,quia,Food,"King, Lowe and Hall",1110.48
